,propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
,"3 BHK Flatin DLF Phase 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regency-park-2-dlf-phase-4-gurgaon-1777-sq-ft-spid-T79991703,3.8,  DLF Regency Park 2,3.6 Crore,1777,,3 Bedrooms,3 Bathrooms,Servant Room,"DLF Regency Park 2 DLF Phase 4, Gurgaon",6th   of 21 Floors,South,10+ Year Old,"['Millennium City', 'DLF Galleria', 'Ascent Public School', 'Shri Vishwakarma', 'Paras Hospitals', 'IGI', 'Gurugram Railway', 'Vatika Business', 'Courtyard by Marriott', 'Appu Ghar', 'Golf Pavilion', 'Tau Devi Lal']","3bhk +sq, semi furnished flat is available for sale in regency park 2, dlf phase 4 with lights, geyser, fans.
247 water supply, 100% power backup, very good security.
 
Atm
Grocery store
Vegetable shop
Tailor
Saloon 
All facilities are available within the societyWalking distance to vibrant, brand...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '9 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",T79991703
,"3 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-r1-spid-O74306609,3.4,  Godrej Meridien,3.1 Crore,2002,,3 Bedrooms,3 Bathrooms,"Servant Room,Store Room","Godrej Meridien Sector 106, Gurgaon",15th   of 34 Floors,North,0 to 1 Year Old,"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109', 'The NorthCap University', 'Dev Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This beautiful 3 bhk flat in sector 106 gurgaon is situated in godrej meridien, one of the popular residential society in gurgaon. The flat is facing the north direction. The flat occupies a super built up area of 2002 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. This f...","['5 Fan', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",O74306609
,"2 BHK Flatin Sector 36 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-36-sohna-gurgaon-1020-sq-ft-spid-M78896349,,  Signature Global park,1.05 Crore,,1020,2 Bedrooms,2 Bathrooms,,"Signature Global park Sector 36 Sohna, Gurgaon",2nd   of 4 Floors,East,0 to 1 Year Old,,Close to aravalli and bang on delhi mumbai expressway,"['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Fitness Centre / GYM']",,M78896349
,"4 BHK Flatin Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2364-sq-ft-spid-M78688321,4,  DLF New Town Heights 2,2.39 Crore,2364,1750,4 Bedrooms,4 Bathrooms,"Study Room,Servant Room","DLF New Town Heights 2 Sector 86, Gurgaon",20th   of 22 Floors,West,10+ Year Old,"['City Square', 'Vatika Town Square', 'Bharat Ram Global School', 'Shishu Kalyan School', 'DSD College', 'Amity University', 'ICFAI University', 'Canara Bank ATM', 'Axis Bank ATM', 'Arc Hospital', 'Rathore IMT Hospital', 'Indira Gandhi Airport', 'Yes Bank', 'Canara Bank', 'Patil Station']","Check out this 4 bhk apartment for sale in dlf new town heights 2, a popular residential project that houses in-Demand flats in sector 86 gurgaon. This residential flat is west-Facing direction. Constructed on a super built up area of 2364 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and mor...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '6 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",M78688321
,"3 BHK Flatin Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1700-sq-ft-spid-U80409491,4.3,  Central Park Resorts,5 Crore,1700,1243,3 Bedrooms,3 Bathrooms,Store Room,"Central Park Resorts Sector 48, Gurgaon",7th   of 17 Floors,North-West,1 to 5 Year Old,"['Huda Metro Station', 'Omaxe Celebration Mall', 'Iffco Chowk', 'GD Goenka Public School', 'Cambridge College Of Education', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Int. Airport', 'Basai Dhankot']","This 3 bhk flat is located in central park resorts, which houses some of the most spacious flats in sector 48 gurgaon. The flat is north-West-Facing. Constructed on a super built up area of 1700 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 1...","['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '20 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', '5 AC', '5 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",U80409491
,"3 BHK Flatin Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-1758-sq-ft-r7-spid-D57066140,4,  Experion The Heartsong,1.83 Crore,1758,1275.53,3 Bedrooms,3 Bathrooms,"Study Room,Servant Room","Experion The Heartsong Sector 108, Gurgaon",6th   of 14 Floors,West,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","This is a meticulously designed 3 bhk resale apartment located in sector-108, gurgaon. It is a freehold property. The flat is a spacious property and is ready to move in. Located in an integrated society of experion the heartsong, it has 3 bathroom(s) and more than 3 balcony(s). This is a feng shui/...","['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",D57066140
,"4 BHK Flatin Sector 112, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-6471-sq-ft-r1-spid-K77078049,4,  Experion Wdchants,9.65 Crore,6471,4879.05,4 Bedrooms,5 Bathrooms,Servant Room,"Experion Windchants Sector 112, Gurgaon",25th   of 25 Floors,East,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","The project ""windchants"" by experion developer in sector-112 gives excellent connectivity of the area with delhi and gurgaon which provides convenience to people travelling from delhi or gurgaon as project is well connected to nh-8 and delhi with easy accessibility to international airport and the m...","['6 Geyser', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",K77078049
,"5 BHK Flatin Sector 112, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-8515-sq-ft-r4-spid-W71156382,4,  Experion Wdchants,11.75 Crore,8515,6420.69,5 Bedrooms,6 Bathrooms,"Study Room,Servant Room","Experion Windchants Sector 112, Gurgaon",25th   of 25 Floors,East,0 to 1 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","This is an ultra-Luxury 5bhk penthouse available for sale at a very lucrative price in project experion windchants located at dwarka expressway sector-112, gurgaon.One of asias largest residential skywalk at the 7th level
Perched on seventh level, the skywalk is one of asia's largest residential s...","['1 Exhaust Fan', '7 Geyser', '1 Stove', '9 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",W71156382
,"2 BHK Flatin Sector 3, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-1550-sq-ft-r12-spid-A66184118,,  Godrej Habitat,1.27 Crore,1550,1490,2 Bedrooms,2 Bathrooms,Pooja Room,"Godrej Habitat Sector 3, Gurgaon",8th   of 17 Floors,East,0 to 1 Year Old,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']",2bhk semi furnished appartment for sale in godrej habitat at very good price.Location of the flat is very good.,"['2 Wardrobe', '4 Fan', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",A66184118
,"4 BHK Flatin Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-spaze-kalistaa-sector-84-gurgaon-4248-sq-ft-spid-I80625549,,  Spaze Kalistaa,4.65 Crore,,4248,4 Bedrooms,4 Bathrooms,"Pooja Room,Study Room,Servant Room,Store Room","Spaze Kalistaa Sector 84, Gurgaon",15th   of 23 Floors,South,0 to 1 Year Old,"['Huda Metro Station', 'Vatika Town Square-INXT', 'Euro International School', 'DPG Degree College', 'Genesis Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Candor Infospace, Tower 2', 'Holiday Inn Gurugram Sector 90', 'AapnoGhar', 'Manesar Golf Course', 'Nakhrola Stadium']","Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in spaze kalistaa that is situated in sector 84 gurgaon. This is a south-Facing property. The flat occupies a carpet area of 4248 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 3 balconies. This flat is situated on the 15th f...","['1 Exhaust Fan', '7 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",I80625549
