society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
"  sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  sector 78, gurgaon",4.0,east,new property,2,0,1,0,0,0,2,76
"  malibu town, gurgaon",12.55,sector 47,,house,,,,,5.0,6.0,"  malibu town, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,190
"  md1, sector 66, gurgaon",16.0,sector 66,,house,,,,,4.0,5.0,"  md1, sector 66, gurgaon",3.0,east,new property,3+,1,1,1,1,0,2,63
  ramprastha the edge towers,1.29,sector 37,,flat,,,,,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",10.0,north-east,relatively new property,,0,0,0,0,0,2,82
  mapsko mount ville,1.81,sector 79,12147.65,flat,1490.0,1490.0,968.5,1192.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,1,221
  assotech blith,2.7,sector 99,9523.81,flat,2835.0,2835.0,1984.4999999999998,2409.75,4.0,4.0,"Assotech Blith Sector 99, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,1,93
  emaar gurgaon greens,1.88,sector 102,11393.94,flat,1650.0,1650.0,1072.5,1320.0,3.0,4.0,"Emaar Gurgaon Greens Sector 102, Gurgaon",9.0,north-east,relatively new property,,0,1,0,0,0,1,221
  ireo the corridors,2.8,sector 67,14234.88,flat,1967.0,1967.0,1278.55,1573.6000000000001,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,1,1,199
"  dlf phase 2, gurgaon",8.75,sector 25,,house,,,,,9.0,9.0,"  dlf phase 2, gurgaon",4.0,north-east,relatively new property,3+,1,1,0,0,0,2,181
"  emaar the palm sprgs, sector 54, gurgaon",28.0,sector 54,,house,,,,,5.0,6.0,"  emaar the palm sprgs, sector 54, gurgaon",2.0,east,moderatly old property,3+,1,1,1,0,1,0,199
  dlf new town heights,1.96,sector 91,10155.44,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights Sector 91, Gurgaon",11.0,west,relatively new property,,1,1,0,0,0,2,123
  vatika the seven lamps,1.6,sector 82,11203.85,flat,1428.08,1428.08,856.848,1071.06,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",4.0,south,relatively new property,,0,0,1,0,0,1,150
"  eros rosewood city, sector 49, gurgaon",5.2,sector 49,30409.36,house,1710.0,2137.5,1368.0,1710.0,3.0,3.0,"  eros rosewood city, sector 49, gurgaon",2.0,east,moderatly old property,3,1,0,1,0,0,1,62
"  international city by sobha phase 1, sector 109, gurgaon",18.0,sector 109,,house,,,,,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,0,1,1,0,0,1,207
"  malibu town, gurgaon",14.91,sector 47,,house,,,,,6.0,7.0,"  malibu town, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,190
  bestech park view grand spa,4.0,sector 81,12558.87,flat,3185.0,3185.0,2229.5,2707.25,4.0,5.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,2,188
  m3m golfestate,9.25,sector 65,23663.34,flat,3909.0,3909.0,2540.85,3127.2000000000003,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",35.0,north,relatively new property,,1,1,1,0,1,0,221
"  eros wembley estate, sector 50, gurgaon",5.7,sector 50,,house,,,,,4.0,4.0,"  eros wembley estate, sector 50, gurgaon",2.0,west,old property,3+,1,1,0,0,0,2,136
"  ansals florence villa, sushant lok phase 3, gurgaon",6.7,sector 57,,house,,,,,4.0,4.0,"  ansals florence villa, sushant lok phase 3, gurgaon",3.0,south-east,old property,3+,0,1,0,1,0,2,63
  dlf the ultima,3.7,sector 81,17593.91,flat,2103.0,2103.0,1366.95,1682.4,3.0,3.0,"DLF The Ultima Sector 81, Gurgaon",14.0,east,relatively new property,,1,1,0,0,0,0,110
"  dlf phase 4, gurgaon",12.0,sector 28,,house,,,,,3.0,3.0,"  dlf phase 4, gurgaon",4.0,east,relatively new property,2,0,1,0,0,1,1,67
"  ansals palam vihar, palam vihar, gurgaon",8.49,sector 1,,house,,,,,6.0,6.0,"  ansals palam vihar, palam vihar, gurgaon",2.0,north-west,moderatly old property,3,0,0,0,1,0,2,16
"  unitech vista villas, sector 46, gurgaon",11.45,sector 46,,house,,,,,4.0,3.0,"  unitech vista villas, sector 46, gurgaon",2.0,east,moderatly old property,3+,0,1,1,0,0,1,207
"  sector 40, gurgaon",3.4,sector 40,,house,,,,,3.0,3.0,"  sector 40, gurgaon",3.0,east,moderatly old property,3+,0,0,0,0,1,1,71
"  b block, rosewood city, gurgaon",15.5,sector 49,40051.68,house,3870.0,5031.0,3289.5,3870.0,6.0,6.0,"  b block, rosewood city, gurgaon",2.0,east,relatively new property,3,1,1,0,0,1,0,185
"  cyber city, v block dlf phase 3, gurgaon",9.5,sector 23,33403.66,house,2844.0,3697.2000000000003,2417.4,2844.0,6.0,7.0,"  cyber city, v block dlf phase 3, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,0,1,174
"  emaar the palm sprgs, sector 54, gurgaon",30.0,sector 54,56603.77,house,5300.0,6890.0,4505.0,5300.0,4.0,4.0,"  emaar the palm sprgs, sector 54, gurgaon",,na,old property,3+,1,1,1,0,1,1,63
  bestech altura,3.45,sector 79,12897.2,flat,2675.0,2675.0,1872.4999999999998,2273.75,4.0,5.0,"Bestech Altura Sector 79, Gurgaon",8.0,east,new property,,0,1,0,0,0,2,129
"  dlf cyber city, gurgaon",8.5,sector 24,,house,,,,,6.0,6.0,"  dlf cyber city, gurgaon",2.0,north-west,relatively new property,3+,1,1,1,0,1,1,105
  emaar palm gardens,2.21,sector 83,12848.84,flat,1720.0,1720.0,1118.0,1376.0,3.0,2.0,"Emaar Palm Gardens Sector 83, Gurgaon",5.0,north,new property,,0,1,0,0,0,1,221
  ats kocoon,2.1,sector 109,12034.38,flat,1745.0,1745.0,1134.25,1396.0,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",15.0,north-east,relatively new property,,0,0,0,0,0,1,194
  shapoorji pallonji joyville gurugram,2.95,sector 102,13532.11,flat,2180.0,2180.0,1526.0,1853.0,4.0,4.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",10.0,north-east,relatively new property,,0,1,0,0,0,1,221
"  bptp visionnaire, sector 70a, gurgaon",6.25,sector 70,10502.44,house,5951.0,7736.3,5058.349999999999,5951.0,4.0,4.0,"  bptp visionnaire, sector 70a, gurgaon",2.0,north,new property,3+,1,1,0,0,1,2,42
  ireo skyon,5.5,sector 60,19642.86,flat,2800.0,2800.0,1959.9999999999998,2380.0,4.0,4.0,"Ireo Skyon Sector 60, Gurgaon",36.0,north-west,relatively new property,,0,1,0,0,0,1,164
  emaar mgf emerald floors premier,2.99,sector 65,,flat,,,,,3.0,3.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",4.0,east,relatively new property,,0,0,1,0,0,2,139
"  sushant lok phase 1, gurgaon",13.65,sector 43,,house,,,,,7.0,8.0,"  sushant lok phase 1, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,199
"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",1.0,north-east,old property,3+,1,1,1,0,0,1,63
  puri emerald bay,3.75,sector 104,15306.12,flat,2450.0,2450.0,1592.5,1960.0,3.0,4.0,"Puri Emerald Bay Sector 104, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,1,221
  ats triumph,2.6,sector 104,11353.71,flat,2290.0,2290.0,1488.5,1832.0,3.0,4.0,"ATS Triumph Sector 104, Gurgaon",10.0,south,relatively new property,,0,1,0,0,0,1,157
"  malibu town, gurgaon",2.05,sector 47,,house,,,,,3.0,3.0,"  malibu town, gurgaon",3.0,south-east,moderatly old property,3+,0,0,0,0,0,1,135
  m3m skycity,2.45,sector 65,19429.02,flat,1261.0,1261.0,756.6,945.75,2.0,2.0,"M3M Skycity Sector 65, Gurgaon",8.0,north-east,relatively new property,,0,0,0,1,0,1,181
  ats tourmale,2.9,sector 109,11218.57,flat,2585.0,2585.0,1680.25,2068.0,3.0,4.0,"ATS Tourmaline Sector 109, Gurgaon",14.0,north-east,relatively new property,,0,1,0,0,0,2,123
"  sector 23a, gurgaon",3.6,sector 23,,house,,,,,4.0,3.0,"  sector 23a, gurgaon",2.0,north,old property,2,0,0,0,0,1,2,152
"  signature global city 37d ph 2, sector 37d, gurgaon",1.8,sector 37,12500.0,house,1440.0,1800.0,1152.0,1440.0,3.0,3.0,"  signature global city 37d ph 2, sector 37d, gurgaon",,na,new property,2,1,0,0,0,0,2,28
  dlf new town heights 1,1.83,sector 90,9481.87,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights 1 Sector 90, Gurgaon",6.0,north,relatively new property,,0,1,1,0,0,2,39
"  international city by sobha phase 1, sector 109, gurgaon",15.0,sector 109,,house,,,,,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,0,1,1,0,0,1,207
"  orchid petals, sector 49, gurgaon",17.0,sector 49,34343.43,house,4950.0,6435.0,4207.5,4950.0,5.0,5.0,"  orchid petals, sector 49, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,2,158
  sobha city,3.8,sector 108,18971.54,flat,2003.0,2003.0,1301.95,1602.4,3.0,3.0,"Sobha City Sector 108, Gurgaon",11.0,north-east,new property,,0,0,0,0,0,2,166
"  ansal plaza, sector 23, gurgaon",5.7,sector 23,,house,,,,,5.0,5.0,"  ansal plaza, sector 23, gurgaon",3.0,west,moderatly old property,3+,0,0,0,0,1,1,70
  emaar imperial gardens,2.4,sector 102,11851.85,flat,2025.0,2025.0,1316.25,1620.0,3.0,4.0,"Emaar Imperial Gardens Sector 102, Gurgaon",10.0,north-west,relatively new property,,0,1,0,0,0,2,141
"  block c, sushant lok phase 1, gurgaon",7.5,sector 43,,house,,,,,3.0,3.0,"  block c, sushant lok phase 1, gurgaon",1.0,north,old property,3+,0,1,1,0,0,2,29
  ireo skyon,3.99,sector 60,19511.0,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",10.0,north-west,relatively new property,,0,1,0,0,0,1,94
"  duplex kothi, greenwood city, gurgaon",14.0,sector 45,31111.11,house,4500.0,5850.0,3825.0,4500.0,6.0,6.0,"  duplex kothi, greenwood city, gurgaon",2.0,east,relatively new property,2,1,1,1,0,0,0,176
  m3m woodshire,1.68,sector 107,8646.42,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,2,179
"  unitech uniworld resorts, sector 33, gurgaon",12.5,sector 33,27667.11,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,7.0,"  unitech uniworld resorts, sector 33, gurgaon",3.0,east,relatively new property,3+,1,1,1,0,0,1,148
"  unitech deerwood chase, nirvana country, gurgaon",15.5,sector 50,,house,,,,,5.0,5.0,"  unitech deerwood chase, nirvana country, gurgaon",4.0,north-east,relatively new property,2,1,1,0,0,0,1,183
"  signature global city, sector 37d, gurgaon",2.6,sector 37,9285.71,house,2800.0,3640.0,2380.0,2800.0,5.0,5.0,"  signature global city, sector 37d, gurgaon",2.0,na,new property,0,0,0,0,0,0,2,34
  aipl the peaceful homes,2.7,sector 70,17252.4,flat,1565.0,1565.0,939.0,1173.75,2.0,2.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",24.0,north-east,relatively new property,,0,0,0,0,1,1,149
  vatika xpressions,1.6,sector 88b,11851.85,flat,1350.0,1350.0,810.0,1012.5,2.0,2.0,"Vatika Xpressions Sector 88B, Gurgaon",1.0,east,new property,,0,0,0,0,0,2,153
  m3m golfestate,12.0,sector 65,24271.84,flat,4944.0,4944.0,3460.7999999999997,4202.4,4.0,4.0,"M3M Golfestate Sector 65, Gurgaon",20.0,north,relatively new property,,1,1,1,0,1,0,221
  dlf park place,6.14,sector 54,,flat,,,,,3.0,4.0,"DLF Park Place Sector 54, Gurgaon",3.0,east,old property,,0,1,0,0,0,0,221
"  vatika signature villas, sector 82, gurgaon",8.5,sector 82,,house,,,,,4.0,4.0,"  vatika signature villas, sector 82, gurgaon",2.0,north-east,relatively new property,3+,1,1,1,0,1,2,207
  bestech park view ananda,2.02,sector 81,11284.92,flat,1790.0,1790.0,1163.5,1432.0,3.0,3.0,"Bestech Park View Ananda Sector 81, Gurgaon",3.0,west,relatively new property,,0,0,0,0,0,1,110
  m3m golfestate,10.0,sector 65,24937.66,flat,4010.0,4010.0,2606.5,3208.0,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",14.0,east,relatively new property,,1,1,1,0,1,0,206
  m3m woodshire,1.49,sector 107,9713.17,flat,1534.0,1534.0,920.4,1150.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",3.0,south,relatively new property,,0,0,1,0,0,1,221
"  dlf phase 1 luxury duplex, dlf phase 1, gurgaon",19.0,sector 26,,house,,,,,7.0,11.0,"  dlf phase 1 luxury duplex, dlf phase 1, gurgaon",3.0,north-east,new property,2,1,1,0,0,0,2,110
"  sushant lok phase 1, gurgaon",9.15,sector 43,,house,,,,,6.0,7.0,"  sushant lok phase 1, gurgaon",4.0,north-west,relatively new property,3,1,1,1,0,1,1,199
  sobha city,4.55,sector 108,19419.55,flat,2343.0,2343.0,1522.95,1874.4,3.0,5.0,"Sobha City Sector 108, Gurgaon",6.0,east,new property,,0,1,0,0,0,1,177
"  international city by sobha phase 1, sector 109, gurgaon",14.0,sector 109,,house,,,,,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,2,188
"  dlf city phase 1, sector 26, gurgaon",16.25,sector 26,35967.24,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,6.0,"  dlf city phase 1, sector 26, gurgaon",3.0,north-east,old property,3+,1,1,1,0,1,1,94
  sobha city,2.7,sector 108,19551.05,flat,1381.0,1381.0,828.6,1035.75,2.0,2.0,"Sobha City Sector 108, Gurgaon",9.0,north,new property,,0,0,0,0,0,1,186
  m3m heights,3.3,sector 65,18052.52,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Heights Sector 65, Gurgaon",11.0,north,new property,,0,0,1,0,0,2,127
  vatika the seven lamps,1.6,sector 82,11267.61,flat,1420.0,1420.0,852.0,1065.0,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",10.0,south,relatively new property,,0,0,0,0,0,2,145
"  block c, sushant lok phase 1, gurgaon",3.0,sector 43,,house,,,,,4.0,4.0,"  block c, sushant lok phase 1, gurgaon",3.0,north-east,moderatly old property,2,0,0,0,0,1,2,7
  tata primanti,5.2,sector 72,17900.17,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",11.0,north,new property,,0,1,0,0,1,1,221
"  block s uppals southend, gurgaon",9.71,sector 49,,house,,,,,5.0,5.0,"  block s uppals southend, gurgaon",3.0,north-east,moderatly old property,3+,1,1,0,1,0,1,198
  experion the heartsong,2.35,sector 108,,flat,,,,,3.0,4.0,"Experion The Heartsong Sector 108, Gurgaon",7.0,west,relatively new property,,0,1,0,0,0,2,62
  indiabulls enigma,8.05,sector 110,10733.33,flat,7500.0,7500.0,5250.0,6375.0,5.0,7.0,"Indiabulls Enigma Sector 110, Gurgaon",15.0,north,relatively new property,,0,1,0,0,0,2,53
"  sushant lok phase 3, gurgaon",5.99,sector 57,,house,,,,,5.0,5.0,"  sushant lok phase 3, gurgaon",3.0,north-east,relatively new property,2,0,1,1,0,0,1,46
  experion wdchants,4.2,sector 112,14989.29,flat,2802.0,2802.0,1821.3,2241.6,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",15.0,north,new property,,0,1,0,0,0,1,149
  ats marigold,2.9,sector 89,10943.4,flat,2650.0,2650.0,1722.5,2120.0,3.0,4.0,"ATS Marigold Sector 89 A, Gurgaon",18.0,south-east,new property,,0,1,1,0,0,2,129
  bestech park view grand spa,5.42,sector 81,12904.76,flat,4200.0,4200.0,2940.0,3570.0,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",8.0,north,moderatly old property,,0,1,1,0,0,1,189
  adani m2k oyster grande,3.26,sector 102,12640.56,flat,2579.0,2579.0,1676.3500000000001,2063.2000000000003,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",10.0,north-east,moderatly old property,,0,1,1,1,0,2,126
  bestech altura,2.65,sector 79,13151.36,flat,2015.0,2015.0,1309.75,1612.0,3.0,3.0,"Bestech Altura Sector 79, Gurgaon",1.0,east,new property,,0,0,0,0,0,1,70
  godrej habitat,1.85,sector 3,8894.23,flat,2080.0,2080.0,1352.0,1664.0,3.0,3.0,"Godrej Habitat Sector 3, Gurgaon",15.0,east,new property,,0,0,0,0,0,2,78
"  a block sushant lok phase 1, gurgaon",7.9,sector 43,,house,,,,,4.0,4.0,"  a block sushant lok phase 1, gurgaon",2.0,north-west,moderatly old property,3+,1,0,1,0,0,1,48
  silverglades the ivy,9.5,sector 28,,flat,,,,,4.0,4.0,"Silverglades The Ivy Sector 28, Gurgaon",3.0,east,old property,,0,1,0,0,1,0,221
"  nirvana country, gurgaon",13.0,sector 50,,house,,,,,5.0,6.0,"  nirvana country, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,199
"  emaar the palm sprgs, sector 54, gurgaon",29.0,sector 54,,house,,,,,5.0,6.0,"  emaar the palm sprgs, sector 54, gurgaon",3.0,north-east,moderatly old property,3,1,1,1,0,1,1,149
  shapoorji pallonji joyville gurugram,2.51,sector 102,13552.92,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",17.0,south-east,new property,,0,0,0,0,0,1,94
"  dlf phase 2, gurgaon",13.15,sector 25,,house,,,,,5.0,6.0,"  dlf phase 2, gurgaon",4.0,north-east,moderatly old property,3+,1,1,1,0,1,1,199
"  nirvana country, gurgaon",17.15,sector 50,38111.11,house,4500.0,5850.0,3825.0,4500.0,6.0,7.0,"  nirvana country, gurgaon",4.0,north-east,moderatly old property,3+,1,1,1,0,1,1,190
"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,,house,,,,,3.0,3.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north-east,moderatly old property,3+,1,1,0,0,1,1,207
  emaar palm heights,2.79,sector 77,13777.78,flat,2025.0,2025.0,1316.25,1620.0,3.0,3.0,"Emaar Palm Heights Sector 77, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,1,87
"  keshav kunj, sector 105, gurgaon",1.05,sector 105,,house,,,,,4.0,3.0,"  keshav kunj, sector 105, gurgaon",2.0,east,relatively new property,3+,0,0,0,1,0,1,50
  paras dews,1.85,sector 106,9736.84,flat,1900.0,1900.0,1235.0,1520.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",12.0,east,relatively new property,,0,1,1,0,0,2,194
  tulip yellow,2.33,sector 69,13673.71,flat,1704.0,1704.0,1107.6000000000001,1363.2,3.0,3.0,"Tulip Yellow Sector 69, Gurgaon",7.0,north-east,new property,,0,0,0,0,0,2,221
  tulip purple,2.79,sector 69,11625.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",7.0,east,relatively new property,,0,1,0,0,0,0,221
"  sushant lok phase 3, gurgaon",14.75,sector 57,32647.19,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,12.0,12.0,"  sushant lok phase 3, gurgaon",3.0,north-east,new property,3+,1,1,1,0,1,1,103
"  sushant lok phase 1, gurgaon",8.24,sector 43,,house,,,,,4.0,5.0,"  sushant lok phase 1, gurgaon",2.0,north-west,moderatly old property,3,0,1,0,0,0,2,199
"  emaar emerald hills, sector 65, gurgaon",2.85,sector 65,,house,,,,,4.0,3.0,"  emaar emerald hills, sector 65, gurgaon",4.0,north,relatively new property,2,0,0,1,0,0,1,63
"  block e dlf city phase 1, gurgaon",4.4,sector 26,,house,,,,,2.0,2.0,"  block e dlf city phase 1, gurgaon",2.0,east,relatively new property,2,1,1,1,0,1,1,105
"  dlf phase 1, gurgaon",6.35,sector 26,,house,,,,,4.0,3.0,"  dlf phase 1, gurgaon",1.0,south-east,under construction,2,1,1,1,0,0,2,63
  m3m merl,5.99,sector 67,18168.03,flat,3297.0,3297.0,2307.8999999999996,2802.45,4.0,4.0,"M3M Merlin Sector 67, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,2,80
  raheja vedaanta,1.25,sector 108,8790.44,flat,1422.0,1422.0,853.1999999999999,1066.5,2.0,2.0,"Raheja Vedaanta Sector 108, Gurgaon",6.0,east,relatively new property,,1,0,0,0,0,2,221
"  anant raj estates, sector 63a, gurgaon",14.8,sector 63,32888.89,house,4500.0,5850.0,3825.0,4500.0,5.0,7.0,"  anant raj estates, sector 63a, gurgaon",2.0,north,new property,3+,1,1,1,0,1,2,207
"  sector 40, gurgaon",3.25,sector 40,,house,,,,,6.0,6.0,"  sector 40, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,0,2,138
  ansal sushant shoppg arcade,4.8,sector 43,,flat,,,,,4.0,4.0,"Ansal Sushant Shopping Arcade B Block Sushant Lok Phase 1, Gurgaon",4.0,na,new property,,0,0,0,0,0,2,24
"  sector 4, gurgaon",6.2,sector 4,13777.78,house,4500.0,5850.0,3825.0,4500.0,4.0,4.0,"  sector 4, gurgaon",2.0,north-east,moderatly old property,3+,0,0,0,0,1,2,168
  bptp amstoria,3.0,sector 102,,flat,,,,,3.0,3.0,"BPTP Amstoria Sector 102, Gurgaon",1.0,east,relatively new property,,0,0,0,1,0,1,107
  bestech park view sanskruti,2.28,sector 92,11875.0,flat,1920.0,1920.0,1248.0,1536.0,3.0,3.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",9.0,east,new property,,0,0,0,1,0,2,93
"  sushant lok 2,sector 55, gurgaon",3.2,sector 55,,house,,,,,11.0,11.0,"  sushant lok 2,sector 55, gurgaon",5.0,north,new property,3+,0,0,0,1,0,2,38
  ireo skyon,2.9,sector 60,18770.23,flat,1545.0,1545.0,927.0,1158.75,2.0,2.0,"Ireo Skyon Sector 60, Gurgaon",7.0,east,relatively new property,,0,1,1,0,0,1,187
  abhandan cghs,3.0,sector 51,12244.9,flat,2450.0,2450.0,1715.0,2082.5,4.0,4.0,"Abhinandan CGHS Sector 51, Gurgaon",2.0,south-west,moderatly old property,,1,0,0,0,0,2,142
  m3m woodshire,1.55,sector 107,10104.3,flat,1534.0,1534.0,920.4,1150.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",4.0,north-east,moderatly old property,,0,0,1,0,0,2,125
  m3m heights,3.8,sector 65,18500.49,flat,2054.0,2054.0,1335.1000000000001,1643.2,3.0,3.0,"M3M Heights Sector 65, Gurgaon",30.0,south-east,moderatly old property,,0,1,0,0,0,1,87
"  sector 22, gurgaon",5.45,sector 22,,house,,,,,7.0,7.0,"  sector 22, gurgaon",3.0,east,moderatly old property,3+,1,0,1,0,1,1,157
  aipl zen residences,2.85,sector 70,16735.17,flat,1703.0,1703.0,1106.95,1362.4,3.0,3.0,"AIPL Zen Residences Sector 70A, Gurgaon",15.0,north-east,new property,,0,0,0,0,0,1,221
  ss the coralwood,2.4,sector 84,10666.67,flat,2250.0,2250.0,1462.5,1800.0,3.0,4.0,"SS The Coralwood Sector 84, Gurgaon",20.0,east,relatively new property,,0,1,0,0,0,2,221
"  dlf phase 1, gurgaon",38.0,sector 26,42222.22,house,9000.0,11700.0,7650.0,9000.0,5.0,6.0,"  dlf phase 1, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,199
"  huda sector , sector 40, gurgaon",9.5,sector 40,,house,,,,,9.0,10.0,"  huda sector , sector 40, gurgaon",4.0,north-east,moderatly old property,3+,0,0,0,1,0,1,22
"  paras floret central, sector 59, gurgaon",2.1,sector 59,,house,,,,,2.0,2.0,"  paras floret central, sector 59, gurgaon",3.0,east,under construction,2,0,1,1,0,0,1,207
"  4s aradhya homes, sector 67a, gurgaon",2.5,sector 67,,house,,,,,4.0,4.0,"  4s aradhya homes, sector 67a, gurgaon",4.0,west,new property,3,1,1,1,1,0,1,63
  indiabulls enigma,5.25,sector 110,13530.93,flat,3880.0,3880.0,2716.0,3298.0,5.0,5.0,"Indiabulls Enigma Sector 110, Gurgaon",8.0,north,relatively new property,,0,1,0,0,0,2,126
