,society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
129,  m3m skycity,3.4,sector 65,18599.56,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Skycity Sector 65, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,1,221
130,  emaar mgf palm terraces select,4.3,sector 66,17842.32,flat,2410.0,2410.0,1687.0,2048.5,4.0,5.0,"Emaar Mgf Palm Terraces Select Sector 66, Gurgaon",8.0,north-east,moderatly old property,,0,1,0,0,0,1,190
131,  bptp mansions park prime,3.25,sector 66,,flat,,,,,4.0,3.0,"BPTP Mansions Park Prime Sector 66, Gurgaon",9.0,east,moderatly old property,,0,0,1,0,0,2,46
132,  m3m heights,2.55,sector 65,17794.84,flat,1433.0,1433.0,859.8,1074.75,2.0,2.0,"M3M Heights Sector 65, Gurgaon",10.0,north,new property,,0,0,1,0,0,1,128
133,  ireo skyon,3.81,sector 60,18630.81,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",10.0,south,relatively new property,,0,1,0,0,0,1,137
134,  emaar mgf the palm drive,3.95,sector 66,20256.41,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",14.0,south-east,relatively new property,,0,1,0,0,0,2,103
135,  chtels serenity,3.03,sector 109,15498.72,flat,1955.0,1955.0,1270.75,1564.0,3.0,4.0,"Chintels Serenity Sector 109, Gurgaon",12.0,north-east,relatively new property,,1,1,0,0,0,2,110
136,  vatika the seven lamps,1.4,sector 82,10769.23,flat,1300.0,1300.0,780.0,975.0,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",11.0,east,relatively new property,,0,0,0,0,0,1,146
137,  alpha corp gurgaonone 84,1.45,sector 84,,flat,,,,,2.0,2.0,"Alpha Corp GurgaonOne 84 Sector 84, Gurgaon",16.0,west,moderatly old property,,0,0,0,0,0,2,96
138,"  sector 57, gurgaon",8.0,sector 57,266666.67,house,300.0,390.0,255.0,300.0,4.0,4.0,"  sector 57, gurgaon",2.0,east,relatively new property,3,1,0,0,0,0,1,63
139,  pareena express heights,3.75,sector 99,10714.29,flat,3500.0,3500.0,2450.0,2975.0,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",14.0,north-east,relatively new property,,0,1,1,0,0,2,212
140,  chd avenue 71,1.6,sector 71,10774.41,flat,1485.0,1485.0,965.25,1188.0,3.0,3.0,"CHD Avenue 71 Sector 71, Gurgaon",1.0,north,old property,,0,0,0,0,0,2,212
141,"  sector 45, gurgaon",20.0,sector 45,400000.0,house,500.0,650.0,425.0,500.0,36.0,40.0,"  sector 45, gurgaon",5.0,south-east,relatively new property,3+,1,1,1,1,0,0,207
142,"  rwa sector 46, sector 46, gurgaon",4.5,sector 46,50000.0,house,900.0,1170.0,765.0,900.0,7.0,7.0,"  rwa sector 46, sector 46, gurgaon",3.0,north-east,relatively new property,3+,0,0,0,0,1,1,166
143,"  bptp visionnaire, sector 70a, gurgaon",6.15,sector 70,23653.85,house,2600.0,3250.0,2080.0,2600.0,3.0,3.0,"  bptp visionnaire, sector 70a, gurgaon",2.0,east,relatively new property,3+,0,1,1,0,1,2,207
144,  m3m sierra 68,1.55,sector 68,12684.12,flat,1222.0,1222.0,733.1999999999999,916.5,2.0,2.0,"M3M Sierra 68 Sector 68, Gurgaon",6.0,south,relatively new property,,0,0,0,0,0,1,221
145,  vatika city,4.3,sector 49,19099.06,flat,2251.42,2251.42,1463.423,1801.1360000000002,3.0,4.0,"Vatika City Sector 49, Gurgaon",8.0,north,moderatly old property,,1,1,0,0,0,1,203
146,  m3m soulitude,1.56,sector 89,10962.75,flat,1423.0,1423.0,924.95,1138.4,3.0,3.0,"M3M Soulitude Sector 89, Gurgaon",1.0,north-east,new property,,0,1,1,0,0,2,144
147,"  ansals florence marvel, sushant lok phase 3, gurgaon",6.7,sector 57,223333.33,house,300.0,375.0,240.0,300.0,3.0,3.0,"  ansals florence marvel, sushant lok phase 3, gurgaon",2.0,south-east,old property,3,1,1,1,0,1,2,129
148,  puri emerald bay,2.5,sector 104,14705.88,flat,1700.0,1700.0,1020.0,1275.0,2.0,3.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,2,167
149,"  eros rosewood city, sector 49, gurgaon",5.0,sector 49,290697.67,house,172.0,223.6,146.2,172.0,4.0,4.0,"  eros rosewood city, sector 49, gurgaon",2.0,north,old property,3,0,1,0,0,0,1,89
150,  bestech park view city,2.95,sector 48,16610.36,flat,1776.0,1776.0,1154.4,1420.8000000000002,3.0,3.0,"Bestech Park View City Sector 48, Gurgaon",7.0,east,old property,,0,1,0,0,0,1,148
151,  bestech park view grand spa,4.5,sector 81,,flat,,,,,4.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",7.0,na,relatively new property,,0,1,0,0,0,2,91
152,  puri emerald bay,2.5,sector 104,14705.88,flat,1700.0,1700.0,1020.0,1275.0,2.0,3.0,"Puri Emerald Bay Sector 104, Gurgaon",13.0,north,relatively new property,,0,1,0,0,0,2,134
153,  pareena express heights,2.25,sector 99,9513.74,flat,2365.0,2365.0,1655.5,2010.25,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,101
154,"  conscient heritage one, sector 62, gurgaon",2.9,sector 62,14948.45,house,1940.0,2425.0,1552.0,1940.0,3.0,4.0,"  conscient heritage one, sector 62, gurgaon",25.0,east,relatively new property,3,0,0,0,0,0,0,63
155,"  block-a, dlf city phase 1, gurgaon",24.0,sector 26,478087.65,house,502.0,652.6,426.7,502.0,5.0,6.0,"  block-a, dlf city phase 1, gurgaon",3.0,west,old property,3,1,1,1,1,0,1,63
156,"  vipul tatvam villa, sector 48, gurgaon",7.5,sector 48,261324.04,house,287.0,373.1,243.95,287.0,6.0,6.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north-west,moderatly old property,3+,1,1,1,1,0,2,63
157,"  ss hibiscus, sector 50, gurgaon",14.5,sector 50,207142.86,house,700.0,910.0,595.0,700.0,5.0,5.0,"  ss hibiscus, sector 50, gurgaon",2.0,north,moderatly old property,3+,1,1,1,0,1,1,148
158,  m3m soulitude,1.21,sector 89,,flat,,,,,2.0,2.0,"M3M Soulitude Sector 89, Gurgaon",2.0,north-east,new property,,0,0,1,1,0,2,198
159,  mahdra lumare,7.3,sector 59,24132.23,flat,3025.0,3025.0,1966.25,2420.0,3.0,4.0,"Mahindra Luminare Sector 59, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,0,142
160,"  vatika primrose floors, sector 82, gurgaon",1.31,sector 82,6064.81,house,2160.0,2700.0,1728.0,2160.0,3.0,3.0,"  vatika primrose floors, sector 82, gurgaon",2.0,na,relatively new property,3,0,0,1,0,0,2,69
161,  godrej meridien,2.8,sector 106,15094.34,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Meridien Sector 106, Gurgaon",9.0,north-east,relatively new property,,0,0,0,0,0,1,203
162,"  sector 10, gurgaon",3.5,sector 10,218750.0,house,160.0,208.0,136.0,160.0,5.0,5.0,"  sector 10, gurgaon",1.0,north-east,relatively new property,3+,0,0,1,0,0,1,97
163,  indiabulls enigma,4.75,sector 110,13970.59,flat,3400.0,3400.0,2380.0,2890.0,4.0,5.0,"Indiabulls Enigma Sector 110, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,2,211
164,  dlf new town heights 2,2.53,sector 86,10702.2,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 2 Sector 86, Gurgaon",16.0,north-east,moderatly old property,,1,1,0,0,0,2,137
165,  sobha city,3.48,sector 108,20338.98,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",5.0,south,relatively new property,,0,0,0,0,0,2,221
166,  emaar mgf the palm drive,8.0,sector 66,,flat,,,,,5.0,5.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",16.0,north,relatively new property,,0,1,0,0,0,0,181
167,  dlf the ultima,3.6,sector 81,17142.86,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",16.0,north-east,new property,,0,1,0,0,0,1,146
168,"  raheja revanta, sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  raheja revanta, sector 78, gurgaon",4.0,na,new property,2,0,1,0,0,0,2,45
169,"  paras dews, sector 106, gurgaon",2.15,sector 106,,house,,,,,4.0,3.0,"  paras dews, sector 106, gurgaon",23.0,na,relatively new property,3,1,0,1,0,0,1,207
170,"  cyber city, v block dlf phase 3, gurgaon",5.35,sector 23,36148.65,house,1480.0,1924.0,1258.0,1480.0,5.0,5.0,"  cyber city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3,0,1,0,0,0,1,130
171,"  sector 14, gurgaon",4.5,sector 14,281250.0,house,160.0,208.0,136.0,160.0,7.0,7.0,"  sector 14, gurgaon",3.0,east,old property,3+,0,0,0,0,0,1,21
172,  adani m2k oyster grande,7.5,sector 102,12975.78,flat,5780.0,5780.0,4045.9999999999995,4913.0,5.0,5.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",22.0,east,new property,,0,1,0,0,0,2,211
173,"  malibu town, gurgaon",11.95,sector 47,,house,,,,,5.0,6.0,"  malibu town, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,190
174,  tata primanti,4.88,sector 72,19137.25,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",7.0,north,new property,,0,1,0,0,0,1,221
175,  dlf park place,9.5,sector 54,34913.63,flat,2721.0,2721.0,1904.6999999999998,2312.85,4.0,4.0,"DLF Park Place Sector 54, Gurgaon",25.0,south-east,moderatly old property,,0,1,0,0,0,1,156
176,  pioneer park,2.65,sector 61,15588.24,flat,1700.0,1700.0,1105.0,1360.0,3.0,3.0,"Pioneer Park Sector 61, Gurgaon",9.0,north-west,relatively new property,,0,0,0,0,0,2,87
177,  ats triumph,2.62,sector 104,11441.05,flat,2290.0,2290.0,1488.5,1832.0,3.0,4.0,"ATS Triumph Sector 104, Gurgaon",15.0,east,relatively new property,,0,1,0,0,0,1,211
178,  shapoorji pallonji joyville gurugram,2.6,sector 102,14038.88,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",3.0,north-east,relatively new property,,0,0,0,0,0,2,39
179,  emaar mgf the palm drive,4.09,sector 66,20974.36,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",14.0,north-west,moderatly old property,,0,1,0,0,0,1,103
180,  vatika the seven lamps,2.87,sector 82,11835.05,flat,2425.0,2425.0,1697.5,2061.25,4.0,4.0,"Vatika The Seven Lamps Sector 82, Gurgaon",4.0,south,relatively new property,,0,1,0,0,1,2,159
181,  paras dews,1.9,sector 106,8067.94,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",1.0,east,moderatly old property,,0,1,0,0,0,2,110
182,"  sector 40, gurgaon",3.1,sector 40,310000.0,house,100.0,120.0,75.0,100.0,2.0,2.0,"  sector 40, gurgaon",2.0,north-east,relatively new property,2,1,1,0,0,1,1,70
183,  adani m2k oyster grande,4.75,sector 102,14853.03,flat,3198.0,3198.0,2238.6,2718.2999999999997,4.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north-east,relatively new property,,0,1,0,0,0,2,203
184,  ireo the corridors,2.01,sector 67,13535.35,flat,1485.0,1485.0,891.0,1113.75,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",7.0,east,moderatly old property,,0,0,1,0,0,2,146
185,  tulip purple,2.67,sector 69,11125.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",3.0,na,relatively new property,,0,1,0,0,0,0,221
186,  emaar mgf palm terraces select,6.0,sector 66,16348.77,flat,3670.0,3670.0,2569.0,3119.5,5.0,5.0,"Emaar Mgf Palm Terraces Select Sector 66, Gurgaon",12.0,na,moderatly old property,,0,1,0,0,0,2,32
187,"  emaar the palm sprgs, sector 54, gurgaon",28.0,sector 54,43750.0,house,6400.0,8320.0,5440.0,6400.0,5.0,6.0,"  emaar the palm sprgs, sector 54, gurgaon",4.0,north,relatively new property,3+,1,1,1,0,1,0,207
188,  indiabulls centrum park,2.95,sector 103,10260.87,flat,2875.0,2875.0,2012.4999999999998,2443.75,4.0,6.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,north-east,moderatly old property,,0,1,0,0,0,1,212
189,  emaar gurgaon greens,1.95,sector 102,11818.18,flat,1650.0,1650.0,1072.5,1320.0,3.0,3.0,"Emaar Gurgaon Greens Sector 102, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,2,96
190,"  sushant lok phase 1, gurgaon",9.5,sector 43,441860.47,house,215.0,279.5,182.75,215.0,4.0,4.0,"  sushant lok phase 1, gurgaon",2.0,north,old property,3+,1,1,1,0,1,1,109
191,  unitech escape,2.5,sector 50,16129.03,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",11.0,north-east,moderatly old property,,0,0,1,0,0,1,203
192,  m3m woodshire,1.35,sector 107,9882.87,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",9.0,north-west,moderatly old property,,0,0,0,0,0,2,147
193,  tata primanti,6.3,sector 72,19090.91,flat,3300.0,3300.0,2310.0,2805.0,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",1.0,north-west,relatively new property,,0,1,0,0,0,2,94
194,  godrej habitat,2.43,sector 3,8678.57,flat,2800.0,2800.0,1959.9999999999998,2380.0,4.0,4.0,"Godrej Habitat Sector 3, Gurgaon",6.0,north,new property,,0,1,0,0,0,2,99
195,  shapoorji pallonji joyville gurugram,2.5,sector 102,13498.92,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",16.0,north,relatively new property,,0,0,0,0,0,2,39
196,"  south city 1, gurgaon",10.75,sector 41,298611.11,house,360.0,468.0,306.0,360.0,5.0,5.0,"  south city 1, gurgaon",2.0,east,relatively new property,3+,1,1,0,0,1,2,95
197,  ireo skyon,3.75,sector 60,18337.41,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,1,182
198,  tata gurgaon gateway,3.55,sector 113,13867.19,flat,2560.0,2560.0,1664.0,2048.0,3.0,4.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,1,125
199,  m3m woodshire,2.2,sector 107,9318.09,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,1,124
200,  ireo skyon,3.71,sector 60,18141.81,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,2,196
201,"  sushant lok 3 extension, gurgaon",10.0,sector 57,380228.14,house,263.0,328.75,210.4,263.0,3.0,3.0,"  sushant lok 3 extension, gurgaon",4.0,north-east,relatively new property,2,0,0,0,0,0,2,13
202,  dlf the ultima,3.6,sector 81,17142.86,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",8.0,south,relatively new property,,0,1,0,0,0,0,110
203,  central park flower valley aqua front towers,2.54,sector 33,14197.88,flat,1789.0,1789.0,1162.8500000000001,1431.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",8.0,north-east,new property,,0,0,0,0,0,1,80
204,"  sector 57, gurgaon",1.3,sector 57,9285.71,house,1400.0,1680.0,1050.0,1400.0,2.0,2.0,"  sector 57, gurgaon",3.0,east,relatively new property,2,1,1,1,1,0,1,56
205,  pareena express heights,2.45,sector 99,8477.51,flat,2890.0,2890.0,2022.9999999999998,2456.5,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",10.0,north-east,relatively new property,,0,1,0,0,0,1,126
206,  aipl the peaceful homes,4.67,sector 70,15965.81,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",22.0,north-east,relatively new property,,0,1,1,0,0,2,115
207,"  block c, sushant lok phase 1, gurgaon",3.3,sector 43,550000.0,house,60.0,78.0,51.0,60.0,11.0,11.0,"  block c, sushant lok phase 1, gurgaon",5.0,north,new property,3+,0,0,0,0,0,0,91
208,"  vatika emilia floors, sector 83, gurgaon",1.75,sector 83,72916.67,house,240.0,300.0,192.0,240.0,3.0,3.0,"  vatika emilia floors, sector 83, gurgaon",2.0,north-east,relatively new property,3,0,0,0,1,0,2,45
209,  adani m2k oyster grande,2.3,sector 102,13617.53,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north,relatively new property,,0,0,0,0,0,2,149
210,  ashiana the center court,2.72,sector 88,12505.75,flat,2175.0,2175.0,1413.75,1740.0,3.0,5.0,"Ashiana The Center Court Sector 88A, Gurgaon",8.0,east,new property,,0,1,0,0,0,1,87
211,"  international city by sobha phase 1, sector 109, gurgaon",9.0,sector 109,333333.33,house,270.0,351.0,229.5,270.0,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",2.0,east,relatively new property,3+,1,1,0,0,1,2,193
212,"  eros rosewood villas, sector 49, gurgaon",5.7,sector 49,300000.0,house,190.0,247.0,161.5,190.0,4.0,4.0,"  eros rosewood villas, sector 49, gurgaon",2.0,west,old property,3,1,1,0,0,0,2,127
213,  m3m heights,3.77,sector 65,18480.39,flat,2040.0,2040.0,1326.0,1632.0,3.0,3.0,"M3M Heights Sector 65, Gurgaon",2.0,south,relatively new property,,0,1,0,0,0,1,125
214,  microtek greenburg,2.05,sector 86,13851.35,flat,1480.0,1480.0,888.0,1110.0,2.0,2.0,"Microtek Greenburg Sector 86, Gurgaon",16.0,north-east,relatively new property,,0,0,1,0,0,1,200
215,  emaar palm gardens,2.65,sector 83,,flat,,,,,3.0,4.0,"Emaar Palm Gardens Sector 83, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,75
216,  paras dews,1.89,sector 106,8025.48,flat,2355.0,2355.0,1648.5,2001.75,4.0,5.0,"Paras Dews Sector 106, Gurgaon",10.0,east,moderatly old property,,0,1,0,0,0,2,110
217,  mapsko paradise,1.35,sector 83,10074.63,flat,1340.0,1340.0,871.0,1072.0,3.0,3.0,"Mapsko Paradise Sector 83, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,1,221
218,  unitech escape,2.5,sector 50,16129.03,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",6.0,north-east,relatively new property,,0,0,1,0,0,1,130
219,  m3m woodshire,1.87,sector 107,9624.29,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",6.0,west,relatively new property,,0,0,0,0,1,1,208
220,"  u block dlf phase 3, gurgaon",2.35,sector 23,391666.67,house,60.0,78.0,51.0,60.0,7.0,7.0,"  u block dlf phase 3, gurgaon",4.0,east,moderatly old property,3+,0,0,0,1,0,0,63
221,  ansal,2.9,sector 56,13425.93,flat,2160.0,2160.0,1404.0,1728.0,3.0,3.0,"Ansal Sushant Lok Phase 2, Gurgaon",2.0,north-east,relatively new property,,0,0,1,0,0,1,97
222,  shapoorji pallonji joyville gurugram,2.92,sector 102,12166.67,flat,2400.0,2400.0,1680.0,2040.0,4.0,4.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",15.0,east,new property,,0,0,0,0,0,1,94
223,  adani m2k oyster grande,2.55,sector 102,13499.21,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",7.0,north,new property,,0,1,0,0,0,2,91
224,  mapsko mount ville,1.9,sector 79,12751.68,flat,1490.0,1490.0,968.5,1192.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",15.0,east,relatively new property,,1,1,1,0,1,1,221
225,"  sector 31, gurgaon",8.0,sector 31,500000.0,house,160.0,208.0,136.0,160.0,22.0,22.0,"  sector 31, gurgaon",4.0,north-east,new property,3+,0,0,0,0,0,0,28
226,"  sector 27, gurgaon",4.0,sector 27,396039.6,house,101.0,131.3,85.85,101.0,6.0,6.0,"  sector 27, gurgaon",3.0,na,relatively new property,3+,0,0,0,0,0,0,175
227,  m3m woodshire,1.71,sector 107,8800.82,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,1,221
228,  imperia the esfera,1.63,sector 37,8009.83,flat,2035.0,2035.0,1322.75,1628.0,3.0,5.0,"Imperia The Esfera Sector 37C, Gurgaon",11.0,north-east,new property,,0,1,1,0,0,2,96
229,  tata primanti,4.9,sector 72,19215.69,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,2,207
230,  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",8.0,south,moderatly old property,,0,0,0,0,0,2,77
231,"  south zone rwa, sector 23, gurgaon",6.15,sector 23,179824.56,house,342.0,444.6,290.7,342.0,4.0,4.0,"  south zone rwa, sector 23, gurgaon",1.0,north,old property,0,1,0,1,0,1,1,144
232,  ramprastha the edge towers,1.1,sector 37,8396.95,flat,1310.0,1310.0,786.0,982.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",2.0,north,moderatly old property,,0,0,0,0,0,2,109
233,  ashiana the center court,2.25,sector 88,11780.1,flat,1910.0,1910.0,1241.5,1528.0,3.0,3.0,"Ashiana The Center Court Sector 88A, Gurgaon",11.0,west,relatively new property,,0,0,0,0,0,1,203
234,"  dlf alameda, sector 73, gurgaon",21.0,sector 73,388888.89,house,540.0,702.0,459.0,540.0,5.0,6.0,"  dlf alameda, sector 73, gurgaon",2.0,east,new property,3+,1,1,1,1,0,0,181
235,  experion wdchants,4.24,sector 112,15132.05,flat,2802.0,2802.0,1821.3,2241.6,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",18.0,north,new property,,0,1,0,0,0,1,149
236,"  eros rosewood villas, sector 49, gurgaon",5.0,sector 49,290697.67,house,172.0,223.6,146.2,172.0,4.0,4.0,"  eros rosewood villas, sector 49, gurgaon",2.0,west,old property,3,1,0,1,0,0,1,63
237,"  b block sushant lok phase 1, gurgaon",13.5,sector 43,360000.0,house,375.0,487.5,318.75,375.0,4.0,4.0,"  b block sushant lok phase 1, gurgaon",2.0,east,old property,3+,1,1,1,0,1,2,25
238,"  ansals palam vihar, palam vihar, gurgaon",3.6,sector 1,208092.49,house,173.0,207.6,129.75,173.0,2.0,2.0,"  ansals palam vihar, palam vihar, gurgaon",1.0,north,moderatly old property,1,0,0,0,0,1,2,80
239,  godrej habitat,2.68,sector 3,,flat,,,,,4.0,4.0,"Godrej Habitat Sector 3, Gurgaon",6.0,north,new property,,0,0,0,0,0,2,203
240,  sare crescent parc,1.68,sector 92,8167.23,flat,2057.0,2057.0,1439.8999999999999,1748.45,4.0,4.0,"Sare Crescent Parc Sector 92, Gurgaon",8.0,south-east,relatively new property,,0,1,0,0,0,1,158
241,  gpl eden heights,2.8,sector 70,13023.26,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"GPL Eden Heights Sector 70, Gurgaon",7.0,east,relatively new property,,0,1,1,0,0,1,221
242,"  anant raj manor villas, sector 63, gurgaon",12.5,sector 63,16666.67,house,7500.0,9750.0,6375.0,7500.0,6.0,6.0,"  anant raj manor villas, sector 63, gurgaon",4.0,north,new property,3+,1,1,1,0,1,0,207
243,"  sector 22b, gurgaon",6.5,sector 22b,318627.45,house,204.0,265.2,173.4,204.0,6.0,6.0,"  sector 22b, gurgaon",3.0,north-east,moderatly old property,3+,0,0,0,0,0,2,73
244,  m3m golfestate,13.0,sector 65,26041.67,flat,4992.0,4992.0,3494.3999999999996,4243.2,4.0,4.0,"M3M Golfestate Sector 65, Gurgaon",16.0,north,relatively new property,,1,1,1,0,1,0,221
